,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,17,21,19,19.769999999999996,19145,#111513
1,6,0,1,29,33,32,31.9151,34086,#1d2120
2,9,0,2,44,51,47,48.8442,32896,#2c332f
3,16,0,3,70,82,70,77.1926,38043,#465246
4,21,0,4,101,119,99,111.15924999999999,44904,#657763
5,26,0,5,126,146,124,137.10809999999998,25039,#7e927c
6,31,0,6,146,164,146,156.71175,15112,#92a492
7,34,0,7,167,182,168,175.8246,8586,#a7b6a8
8,38,0,8,194,202,188,197.91109999999998,4725,#c2cabc
9,41,0,9,222,227,210,223.0327,3002,#dee3d2
10,43,0,10,250,251,243,249.16049999999998,2867,#fafbf3
11,4,1,0,28,23,15,24.212,15477,#1c170f
12,10,1,1,58,47,29,48.8658,35438,#3a2f1d
13,18,1,2,96,79,49,81.735,112315,#604f31
14,23,1,3,135,114,76,115.7872,132377,#87724c
15,28,1,4,165,143,103,145.0136,61485,#a58f67
16,30,1,5,198,141,88,152.93619999999999,13337,#c68d58
17,33,1,6,188,165,121,167.2487,41253,#bca579
18,36,1,7,208,186,139,186.9775,24409,#d0ba8b
19,37,1,8,237,177,123,188.71449999999996,7191,#edb17b
20,39,1,9,228,206,160,207.23975000000002,13666,#e4cea0
21,42,1,10,245,229,187,228.65175,5564,#f5e5bb
22,0,2,0,16,4,0,7.4616999999999996,3604,#100400
23,1,2,1,31,14,1,17.8044,5556,#1f0e01
24,5,2,2,46,24,2,28.4892,7452,#2e1802
25,8,2,3,61,35,4,39.221599999999995,8773,#3d2304
26,13,2,4,77,44,8,50.1782,10034,#4d2c08
27,14,2,5,97,55,13,62.8572,9717,#61370d
28,17,2,6,119,69,21,77.9238,8659,#774515
29,19,2,7,146,84,30,96.04690000000001,5729,#92541e
30,22,2,8,173,99,47,114.25389999999999,2760,#ad632f
31,25,2,9,191,120,29,130.8667,917,#bf781d
32,27,2,10,214,123,62,143.7874,710,#d67b3e
33,3,3,0,14,25,9,20.3524,24726,#0e1909
34,7,3,1,25,40,16,33.1278,40532,#192810
35,11,3,2,39,59,27,49.0845,35327,#273b1b
36,12,3,3,46,59,8,49.77815,20870,#2e3b08
37,15,3,4,64,84,33,72.1842,46748,#405421
38,20,3,5,93,117,50,102.3015,38017,#5d7532
39,24,3,6,121,147,75,130.68089999999998,21288,#79934b
40,29,3,7,144,172,47,149.0808,6490,#90ac2f
41,32,3,8,158,183,93,165.0461,5855,#9eb75d
42,35,3,9,182,209,66,184.2063,3142,#b6d142
43,40,3,10,206,230,109,208.87050000000002,2177,#cee66d
