,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,5,0,0,87,71,42,73.27969999999999,165001,#57472a
1,8,0,1,154,130,90,132.8132,246012,#9a825a
2,10,0,2,219,193,146,194.77029999999996,50224,#dbc192
3,1,1,0,25,40,14,32.6687,85364,#19280e
4,4,1,1,65,85,34,72.77739999999999,117753,#415522
5,9,1,2,133,160,72,141.1363,40497,#85a048
6,0,2,0,39,19,1,23.9409,19640,#271301
7,3,2,1,88,50,11,56.9656,33766,#58320b
8,6,2,2,154,89,35,101.3117,11689,#9a5923
9,2,3,0,41,47,44,44.7658,126058,#292f2c
10,7,3,1,118,138,116,129.1214,94057,#768a74
11,11,3,2,216,222,207,217.9412,9939,#d8decf
