,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,34,26,12,74.0,51519,#221a0c
1,3,0,1,74,58,37,169.0,64247,#4a3a25
2,5,0,2,106,86,62,255.0,74362,#6a563e
3,7,0,3,136,115,87,339.0,73583,#887357
4,9,0,4,165,143,113,421.0,69403,#a58f71
5,11,0,5,194,175,141,507.0,56462,#c2af8d
6,13,0,6,227,207,182,612.0,23266,#e3cfb6
7,0,1,0,19,28,14,64.0,76366,#131c0e
8,2,1,1,45,58,37,140.0,97363,#2d3a25
9,4,1,2,73,91,55,219.0,103510,#495b37
10,6,1,3,99,118,78,295.0,115103,#63764e
11,8,1,4,127,144,102,371.0,106237,#7f9066
12,10,1,5,159,174,125,455.0,65831,#9fae7d
13,12,1,6,199,213,178,583.0,22748,#c7d5b2
