,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,3,0,0,100,81,52,84.0625,199978,#645134
1,8,0,1,159,133,95,136.71519999999998,138433,#9f855f
2,11,0,2,208,180,136,182.77355,83330,#d0b488
3,2,1,0,42,58,12,48.0666,86429,#2a3a0c
4,5,1,1,106,129,39,110.8827,22060,#6a8127
5,9,1,2,166,192,61,168.844,8278,#a6c03d
6,1,2,0,40,52,36,46.879599999999996,224370,#283424
7,6,2,1,112,132,92,121.36035,119588,#70845c
8,10,2,2,169,186,151,175.2443,39244,#a9ba97
9,0,3,0,65,37,7,42.7389,51625,#412507
10,4,3,1,127,76,29,85.29910000000001,19856,#7f4c1d
11,7,3,2,182,111,51,124.1843,6809,#b66f33
