,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,25,12,2,15.195900000000002,12961,#190c02
1,2,0,1,50,32,6,34.71115,23900,#322006
2,3,0,2,77,52,18,55.15915,37880,#4d3412
3,5,0,3,109,73,33,78.8124,40695,#6d4921
4,6,0,4,152,100,54,109.7541,23589,#986436
5,8,0,5,194,130,78,142.6231,10584,#c2824e
6,11,0,6,233,157,102,172.73975000000002,3746,#e99d66
7,1,1,0,25,33,19,29.8954,146416,#192113
8,4,1,1,66,74,45,69.2661,254699,#424a2d
9,7,1,2,126,125,85,120.9238,285486,#7e7d55
10,9,1,3,155,168,151,161.8322,30382,#9ba897
11,10,1,4,186,165,117,166.6574,82726,#baa575
12,12,1,5,220,198,151,199.78555,36800,#dcc697
13,13,1,6,241,233,208,231.85745,10136,#f1e9d0
