,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,14,25,6,47.0,15743,#0e1906
1,3,0,1,25,39,10,74.0,23755,#19270a
2,6,0,2,34,52,19,104.0,20107,#223413
3,7,0,3,44,57,4,106.0,13178,#2c3904
4,9,0,4,49,68,24,140.0,19562,#314418
5,11,0,5,64,79,9,153.0,9941,#404f09
6,14,0,6,66,85,31,182.0,15286,#42551f
7,16,0,7,88,107,16,210.0,7518,#586b10
8,18,0,8,83,101,40,223.0,12202,#536528
9,21,0,9,100,120,47,266.0,11775,#64782f
10,23,0,10,113,136,24,272.0,6022,#718818
11,27,0,11,119,141,56,315.0,9804,#778d38
12,29,0,12,142,166,36,341.0,4910,#8ea624
13,32,0,13,140,162,66,366.0,7387,#8ca242
14,37,0,14,165,186,76,425.0,5168,#a5ba4c
15,38,0,15,175,203,49,426.0,3002,#afcb31
16,44,0,16,200,223,92,508.0,2923,#c8df5c
17,1,1,0,26,17,8,53.0,26265,#1a1108
18,5,1,1,49,35,16,101.0,35681,#312310
19,10,1,2,83,53,12,150.0,24744,#53350c
20,12,1,3,67,54,35,157.0,29890,#433623
21,15,1,4,90,72,43,207.0,42616,#5a482b
22,19,1,5,121,75,26,224.0,17054,#794b1a
23,20,1,6,109,88,56,255.0,46566,#6d5838
24,25,1,7,126,104,69,299.0,45993,#7e6845
25,26,1,8,155,101,50,307.0,14844,#9b6532
26,31,1,9,144,120,83,348.0,44269,#907853
27,34,1,10,188,130,78,396.0,13425,#bc824e
28,35,1,11,161,137,98,397.0,41602,#a18962
29,40,1,12,180,155,112,447.0,37203,#b49b70
30,42,1,13,224,161,106,490.0,8640,#e0a16a
31,43,1,14,198,174,129,501.0,30362,#c6ae81
32,46,1,15,221,194,147,563.0,21511,#ddc293
33,49,1,16,241,220,179,636.0,9521,#f1dcb3
34,2,2,0,17,24,17,60.0,28711,#111811
35,4,2,1,29,37,27,94.0,40155,#1d251b
36,8,2,2,42,53,37,133.0,35434,#2a3525
37,13,2,3,57,70,49,177.0,29827,#394631
38,17,2,4,74,89,61,223.0,27361,#4a593d
39,22,2,5,83,101,84,268.0,17833,#536554
40,24,2,6,96,116,69,283.0,20294,#607445
41,28,2,7,100,122,101,324.0,21188,#647a65
42,30,2,8,120,139,84,343.0,18017,#788b54
43,33,2,9,119,141,121,380.0,19790,#778d79
44,36,2,10,144,161,100,404.0,14714,#90a164
45,39,2,11,139,160,143,441.0,15624,#8ba08f
46,41,2,12,172,185,120,476.0,9647,#acb978
47,45,2,13,164,181,169,513.0,9400,#a4b5a9
48,47,2,14,207,220,149,574.0,4673,#cfdc95
49,48,2,15,199,207,197,602.0,4697,#c7cfc5
50,50,2,16,243,248,234,720.0,4166,#f3f8ea
