,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,25,27,14,69.0,135101,#191b0e
1,1,0,1,59,56,35,152.0,169571,#3b3823
2,2,0,2,91,84,56,233.0,177693,#5b5438
3,3,0,3,122,113,77,313.0,177684,#7a714d
4,4,0,4,152,141,101,392.0,166842,#988d65
5,5,0,5,184,168,134,484.0,116444,#b8a886
6,6,0,6,221,205,176,598.0,56665,#ddcdb0
