,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,31,22,7,61.0,47853,#1f1607
1,6,0,1,75,60,25,161.0,51057,#4b3c19
2,10,0,2,111,96,44,250.0,63851,#6f602c
3,13,0,3,149,127,69,345.0,43283,#957f45
4,0,1,0,20,34,2,58.0,17160,#142202
5,4,1,1,48,69,14,131.0,24237,#30450e
6,7,1,2,80,104,27,208.0,18707,#50681b
7,12,1,3,117,154,42,306.0,6358,#759a2a
8,2,2,0,28,28,27,83.0,14867,#1c1c1b
9,8,2,1,81,82,72,234.0,10787,#515248
10,16,2,2,143,143,137,423.0,7913,#8f8f89
11,19,2,3,201,202,203,604.0,5638,#c9cacb
12,5,3,0,60,52,40,153.0,122122,#3c3428
13,11,3,1,105,93,74,274.0,175481,#695d4a
14,15,3,2,153,139,112,405.0,148104,#998b70
15,18,3,3,198,184,167,544.0,60094,#c6b8a7
16,3,4,0,40,51,30,123.0,51150,#28331e
17,9,4,1,84,98,58,242.0,64214,#54623a
18,14,4,2,126,143,96,363.0,45076,#7e8f60
19,17,4,3,177,194,149,512.0,22048,#b1c295
