,R,G,B,aantal,verdeling_in_N,verdeling_in_M
0,5,6,2,5181,-2,0
1,26,38,17,78730,0,1
2,37,29,17,73342,6,1
3,71,61,39,99142,7,1
4,58,73,41,90068,11,1
5,100,88,61,109814,1,1
6,87,102,71,89792,5,2
7,127,114,86,107238,10,2
8,116,133,100,71742,8,2
9,156,140,110,95729,4,2
10,149,166,134,47078,2,3
11,181,166,142,69898,9,3
12,191,206,178,23072,12,3
13,212,200,183,34080,3,3
14,247,244,235,5094,-1,4
