,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,24,17,7,49.0,24412,#181107
1,4,0,1,45,35,17,99.0,29432,#2d2311
2,9,0,2,63,52,39,153.0,24177,#3f3427
3,11,0,3,83,57,22,165.0,18025,#533916
4,14,0,4,85,71,53,209.0,32279,#554735
5,17,0,5,111,82,45,239.0,20234,#6f522d
6,20,0,6,105,90,72,267.0,32124,#695a48
7,23,0,7,130,103,69,302.0,27071,#826745
8,26,0,8,127,113,93,334.0,28135,#7f715d
9,29,0,9,153,123,87,364.0,27265,#997b57
10,32,0,10,149,134,112,396.0,28689,#958670
11,34,0,11,174,146,109,429.0,28121,#ae926d
12,39,0,12,172,158,135,465.0,23317,#ac9e87
13,41,0,13,195,171,127,495.0,23233,#c3ab7f
14,44,0,14,200,182,153,537.0,23655,#c8b699
15,47,0,15,222,202,175,596.0,15615,#decaaf
16,49,0,16,244,227,205,671.0,7267,#f4e3cd
17,1,1,0,15,24,9,49.0,35238,#0f1809
18,5,1,1,32,44,24,99.0,49658,#202c18
19,8,1,2,47,60,43,149.0,40941,#2f3c2b
20,10,1,3,58,78,25,163.0,27689,#3a4e19
21,13,1,4,67,83,58,208.0,44907,#43533a
22,16,1,5,82,105,44,232.0,31694,#52692c
23,19,1,6,86,104,76,266.0,47574,#56684c
24,22,1,7,105,126,60,291.0,33320,#697e3c
25,25,1,8,104,122,94,320.0,46171,#687a5e
26,27,1,9,126,145,78,348.0,33857,#7e914e
27,31,1,10,123,140,113,375.0,39127,#7b8c71
28,33,1,11,146,160,101,407.0,30183,#92a065
29,35,1,12,157,199,78,435.0,7841,#9dc74e
30,38,1,13,146,162,135,441.0,23954,#92a287
31,40,1,14,170,183,123,477.0,19900,#aab77b
32,45,1,15,186,200,160,544.0,16930,#bac8a0
33,48,1,16,215,231,200,641.0,8105,#d7e7c8
34,0,2,0,9,9,10,28.0,6864,#09090a
35,3,2,1,18,20,21,60.0,6358,#121415
36,6,2,2,31,34,36,100.0,5394,#1f2224
37,7,2,3,41,46,48,135.0,5995,#292e30
38,12,2,4,53,58,60,171.0,4577,#353a3c
39,15,2,5,68,72,73,212.0,3768,#444849
40,18,2,6,81,88,93,260.0,2922,#51585d
41,21,2,7,102,102,76,282.0,1339,#66664c
42,24,2,8,98,106,111,314.0,2543,#626a6f
43,28,2,9,132,132,98,360.0,1347,#848462
44,30,2,10,119,126,129,372.0,1883,#777e81
45,36,2,11,143,147,150,438.0,1499,#8f9396
46,37,2,12,159,159,120,439.0,1387,#9f9f78
47,42,2,13,185,185,146,512.0,1046,#b9b992
48,43,2,14,169,171,175,515.0,1118,#a9abaf
49,46,2,15,196,201,199,593.0,1200,#c4c9c7
50,50,2,16,245,249,236,726.0,620,#f5f9ec
