,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,32,22,7,62.0,48729,#201607
1,6,0,1,76,61,26,163.0,51666,#4c3d1a
2,10,0,2,112,97,44,252.0,62799,#70612c
3,13,0,3,149,127,69,345.0,42356,#957f45
4,3,1,0,40,51,30,123.0,50706,#28331e
5,9,1,1,84,98,57,241.0,64347,#546239
6,14,1,2,125,143,95,362.0,45431,#7d8f5f
7,17,1,3,177,194,148,512.0,22046,#b1c294
8,5,2,0,60,52,40,153.0,121604,#3c3428
9,11,2,1,105,93,74,273.0,175602,#695d4a
10,15,2,2,152,138,112,404.0,148756,#988a70
11,18,2,3,198,184,166,544.0,60188,#c6b8a6
12,2,3,0,28,29,27,84.0,15146,#1c1d1b
13,8,3,1,82,83,74,239.0,10957,#52534a
14,16,3,2,145,146,140,431.0,7920,#91928c
15,19,3,3,202,203,204,607.0,5436,#cacbcc
16,0,4,0,19,32,2,56.0,16533,#132002
17,4,4,1,47,68,14,128.0,23833,#2f440e
18,7,4,2,78,103,27,204.0,19371,#4e671b
19,12,4,3,116,152,41,303.5,6574,#749829
