,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,19,7,1,10.4074,6140,#130701
1,3,0,1,36,20,3,23.1951,10001,#241403
2,5,0,2,53,33,6,35.881299999999996,14336,#352106
3,7,0,3,70,45,13,48.994299999999996,18395,#462d0d
4,10,0,4,100,53,7,62.21639999999999,8240,#643507
5,11,0,5,90,63,28,66.7905,20131,#5a3f1c
6,14,0,6,122,78,34,86.03070000000001,18919,#7a4e22
7,16,0,7,152,97,49,107.3168,13157,#986131
8,18,0,8,181,118,64,129.874,7397,#b57640
9,23,0,9,208,137,80,151.1924,3747,#d08950
10,26,0,10,238,160,94,174.7065,1467,#eea05e
11,2,1,0,21,23,21,22.671,37610,#151715
12,6,1,1,40,41,37,40.849599999999995,61637,#282925
13,13,1,2,82,77,56,77.5485,127661,#524d38
14,17,1,3,123,115,83,113.9644,174506,#7b7353
15,20,1,4,167,143,101,145.13709999999998,76448,#a78f65
16,22,1,5,140,157,137,149.85899999999998,34402,#8c9d89
17,25,1,6,193,169,124,171.17309999999998,49343,#c1a97c
18,28,1,7,182,189,176,185.0942,11737,#b6bdb0
19,29,1,8,219,192,143,194.9256,25842,#dbc08f
20,31,1,9,233,218,176,217.6844,12559,#e9dab0
21,32,1,10,247,243,226,241.74045,5194,#f7f3e2
22,1,2,0,14,25,10,20.6082,26268,#0e190a
23,4,2,1,25,40,17,33.13099999999999,42738,#192811
24,8,2,2,44,59,11,49.5672,22986,#2c3b0b
25,9,2,3,39,59,29,49.7487,34935,#273b1d
26,12,2,4,65,84,34,72.94470000000001,51294,#415422
27,15,2,5,95,117,51,102.7837,43334,#5f7533
28,19,2,6,122,148,76,131.62349999999998,21339,#7a944c
29,21,2,7,145,170,48,148.80575,7166,#91aa30
30,24,2,8,163,186,92,167.9812,5727,#a3ba5c
31,27,2,9,184,209,64,184.8117,3097,#b8d140
32,30,2,10,209,231,108,209.6933,2247,#d1e76c
