,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,15,0,0,26,22,14,63.0,16318,#1a160e
1,29,0,1,50,43,28,123.0,21759,#322b1c
2,39,0,2,73,61,40,176.0,29904,#493d28
3,46,0,3,92,77,53,222.0,36030,#5c4d35
4,52,0,4,118,88,58,265.0,19482,#76583a
5,54,0,5,105,100,68,274.0,29013,#696444
6,60,0,6,132,106,78,316.0,27681,#846a4e
7,61,0,7,123,127,77,328.0,24341,#7b7f4d
8,66,0,8,148,123,96,365.0,27185,#947b60
9,68,0,9,143,148,92,384.0,22613,#8f945c
10,69,0,10,171,129,82,384.0,8491,#ab8152
11,72,0,11,167,141,111,419.0,27646,#a78d6f
12,74,0,12,164,168,107,440.0,17669,#a4a86b
13,77,0,13,188,160,128,474.0,24715,#bca080
14,79,0,14,191,189,122,502.0,14110,#bfbd7a
15,80,0,15,208,182,147,539.0,18225,#d0b693
16,82,0,16,232,207,171,607.0,8718,#e8cfab
17,7,1,0,14,21,4,42.0,9886,#0e1504
18,18,1,1,28,37,10,74.0,15936,#1c250a
19,25,1,2,34,54,22,108.0,10208,#223616
20,27,1,3,48,56,11,115.0,11619,#30380b
21,35,1,4,50,72,29,151.0,12969,#32481d
22,37,1,5,68,80,21,170.0,10148,#445015
23,42,1,6,63,94,40,196.0,12334,#3f5e28
24,44,1,7,85,97,37,218.0,9733,#556125
25,48,1,8,83,122,28,235.0,4290,#537a1c
26,49,1,9,78,114,53,246.0,10817,#4e7235
27,53,1,10,104,117,46,267.0,8968,#68752e
28,56,1,11,97,135,63,293.0,9276,#61873f
29,59,1,12,121,138,56,314.0,8212,#798a38
30,63,1,13,116,157,76,346.0,6073,#749d4c
31,65,1,14,140,158,68,364.0,5847,#8c9e44
32,71,1,15,148,187,81,413.0,5667,#94bb51
33,76,1,16,167,218,82,467.0,3618,#a7da52
34,10,2,0,14,16,15,45.0,20242,#0e100f
35,22,2,1,27,33,27,88.0,27336,#1b211b
36,32,2,2,40,48,41,130.0,33202,#283029
37,38,2,3,54,64,52,171.0,31837,#364034
38,43,2,4,69,80,64,214.0,33629,#455040
39,50,2,5,82,99,73,253.0,34012,#526349
40,55,2,6,96,103,91,288.0,25816,#60675b
41,57,2,7,98,122,86,307.0,26759,#627a56
42,62,2,8,112,122,106,340.0,30970,#707a6a
43,64,2,9,120,142,100,363.0,22548,#788e64
44,70,2,10,131,140,121,391.0,29806,#838c79
45,73,2,11,143,162,117,421.0,17830,#8fa275
46,75,2,12,152,155,137,444.0,22666,#989b89
47,78,2,13,170,175,145,491.0,24484,#aaaf91
48,81,2,14,189,191,166,545.0,20206,#bdbfa6
49,83,2,15,211,212,188,610.0,14782,#d3d4bc
50,84,2,16,239,237,217,689.0,8431,#efedd9
51,2,3,0,13,2,0,17.0,3212,#0d0200
52,9,3,1,25,17,0,43.0,3188,#191100
53,11,3,2,35,8,0,45.0,1954,#230800
54,17,3,3,38,26,4,68.0,3478,#261a04
55,19,3,4,54,23,0,80.0,2225,#361700
56,23,3,5,53,35,8,97.0,2890,#352308
57,26,3,6,73,36,1,113.0,2005,#492401
58,28,3,7,66,42,15,123.0,2813,#422a0f
59,33,3,8,92,52,5,150.0,1714,#5c3405
60,34,3,9,81,51,19,150.0,2982,#513313
61,40,3,10,98,61,24,182.0,2705,#623d18
62,41,3,11,112,65,11,189.0,1293,#70410b
63,45,3,12,117,74,30,221.0,2160,#754a1e
64,47,3,13,135,81,17,233.0,703,#875111
65,51,3,14,139,88,37,264.0,1441,#8b5825
66,58,3,15,164,105,43,308.0,946,#a4692b
67,67,3,16,196,129,52,374.0,353,#c48134
68,0,4,0,0,4,0,4.0,1613,#000400
69,1,4,1,0,11,0,13.0,1531,#000b00
70,3,4,2,6,17,0,24.0,706,#061100
71,4,4,3,0,21,0,24.0,875,#001500
72,5,4,4,9,27,0,38.0,738,#091b00
73,6,4,5,4,33,0,39.0,500,#042100
74,8,4,6,6,28,8,42.0,598,#061c08
75,12,4,7,13,37,0,52.0,712,#0d2500
76,13,4,8,9,47,0,58.0,246,#092f00
77,14,4,9,10,40,11,61.0,462,#0a280b
78,16,4,10,18,47,1,68.0,574,#122f01
79,20,4,11,14,54,15,82.0,206,#0e360f
80,21,4,12,22,60,1,85.0,439,#163c01
81,24,4,13,29,72,0,103.0,332,#1d4800
82,30,4,14,24,80,20,124.0,52,#185014
83,31,4,15,38,87,1,127.0,213,#265701
84,36,4,16,49,103,0,155.0,84,#316700
