,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,15,18,16,50.0,25866,#0f1210
1,5,0,1,31,39,30,101.0,35895,#1f271e
2,9,0,2,46,56,44,146.0,39709,#2e382c
3,14,0,3,63,74,56,193.0,39353,#3f4a38
4,19,0,4,78,93,66,237.0,41745,#4e5d42
5,24,0,5,88,103,87,278.0,29187,#586757
6,25,0,6,100,116,72,289.0,32566,#647448
7,28,0,7,105,122,101,328.0,34371,#697a65
8,31,0,8,121,136,85,343.0,32211,#798855
9,34,0,9,123,139,117,377.0,32817,#7b8b75
10,35,0,10,141,156,100,397.0,29618,#8d9c64
11,39,0,11,144,157,134,433.0,25172,#909d86
12,40,0,12,163,176,117,456.0,21602,#a3b075
13,44,0,13,170,178,157,503.0,17961,#aab29d
14,46,0,14,188,200,140,528.0,10777,#bcc88c
15,48,0,15,200,209,184,593.0,14460,#c8d1b8
16,50,0,16,232,238,219,683.0,7089,#e8eedb
17,2,1,0,24,16,8,50.0,23199,#181008
18,6,1,1,48,36,18,103.0,29383,#302412
19,11,1,2,66,54,39,159.0,25986,#423627
20,12,1,3,88,59,23,173.0,16009,#583b17
21,16,1,4,88,73,53,215.0,32587,#584935
22,20,1,5,118,87,49,254.0,19756,#765731
23,22,1,6,106,90,71,268.0,28432,#6a5a47
24,27,1,7,126,107,82,315.0,34194,#7e6b52
25,30,1,8,151,112,67,332.0,12075,#977043
26,33,1,9,145,124,95,364.0,33460,#917c5f
27,37,1,10,156,139,116,410.0,22044,#9c8b74
28,38,1,11,172,141,101,414.0,21635,#ac8d65
29,42,1,12,178,157,127,462.0,28202,#b29d7f
30,43,1,13,197,179,120,495.0,12760,#c5b378
31,45,1,14,197,176,146,520.0,21672,#c5b092
32,47,1,15,217,195,164,574.0,15392,#d9c3a4
33,49,1,16,240,218,190,646.0,7726,#f0dabe
34,0,2,0,5,15,0,23.0,10178,#050f00
35,3,2,1,21,32,6,59.0,16093,#152006
36,4,2,2,28,48,18,92.0,10640,#1c3012
37,7,2,3,42,53,7,105.0,9957,#2a3507
38,8,2,4,47,67,26,139.0,11752,#2f431a
39,10,2,5,62,77,15,156.0,8068,#3e4d0f
40,13,2,6,58,90,35,181.0,9639,#3a5a23
41,15,2,7,78,91,35,202.0,9474,#4e5b23
42,17,2,8,84,115,23,223.0,4100,#547317
43,18,2,9,73,111,47,230.0,8894,#496f2f
44,21,2,10,98,112,45,254.0,8820,#62702d
45,23,2,11,91,132,57,278.0,7933,#5b8439
46,26,2,12,117,132,53,301.0,8459,#758435
47,29,2,13,112,157,66,332.0,5160,#709d42
48,32,2,14,136,152,66,352.0,6280,#889842
49,36,2,15,147,182,78,403.0,5755,#93b64e
50,41,2,16,165,216,80,459.0,3887,#a5d850
