,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,25,16,8,52.0,24254,#191008
1,4,0,1,47,34,15,96.0,34245,#2f220f
2,9,0,2,79,52,12,145.0,26963,#4f340c
3,11,0,3,63,51,35,150.0,27270,#3f3323
4,14,0,4,87,70,43,201.0,41152,#57462b
5,15,0,5,115,71,24,211.0,17798,#734718
6,19,0,6,107,86,55,249.0,47021,#6b5637
7,22,0,7,150,97,47,295.0,16632,#96612f
8,23,0,8,124,102,69,296.0,45509,#7c6645
9,28,0,9,142,119,81,343.0,45842,#8e7751
10,32,0,10,185,128,76,388.0,14708,#b9804c
11,33,0,11,159,136,98,393.0,43787,#9f8862
12,37,0,12,179,154,112,446.0,40857,#b39a70
13,40,0,13,222,160,105,486.0,9412,#dea069
14,42,0,14,198,174,130,502.0,32305,#c6ae82
15,45,0,15,222,196,149,568.0,22420,#dec495
16,48,0,16,241,223,187,647.0,8891,#f1dfbb
17,2,1,0,18,28,13,61.0,56502,#121c0d
18,5,1,1,32,45,21,98.0,68914,#202d15
19,8,1,2,45,60,37,141.0,43497,#2d3c25
20,10,1,3,56,73,17,147.0,31968,#384911
21,13,1,4,64,81,51,196.0,37462,#405133
22,17,1,5,85,103,31,220.0,25567,#55671f
23,20,1,6,81,102,74,255.0,30648,#51664a
24,21,1,7,104,123,60,286.0,25291,#687b3c
25,25,1,8,123,146,36,307.0,13290,#7b9224
26,27,1,9,102,126,98,326.0,29825,#667e62
27,29,1,10,130,149,79,359.0,22819,#82954f
28,34,1,11,125,150,125,398.0,23454,#7d967d
29,35,1,12,165,188,60,412.0,9895,#a5bc3c
30,36,1,13,157,173,106,436.0,14164,#9dad6a
31,41,1,14,157,178,156,490.0,12790,#9db29c
32,43,1,15,196,212,120,527.0,7556,#c4d478
33,47,1,16,218,229,195,636.0,5076,#dae5c3
34,0,2,0,12,11,12,36.0,3684,#0c0b0c
35,3,2,1,26,27,25,78.0,7704,#1a1b19
36,6,2,2,39,40,39,118.0,5443,#272827
37,7,2,3,56,56,20,134.0,1918,#383814
38,12,2,4,55,58,58,171.0,3742,#373a3a
39,16,2,5,86,86,44,214.0,2021,#56562c
40,18,2,6,76,80,81,237.0,2547,#4c5051
41,24,2,7,116,116,68,299.0,1848,#747444
42,26,2,8,97,106,110,311.5,2014,#616a6e
43,30,2,9,145,145,94,383.0,1417,#91915e
44,31,2,10,118,133,137,387.0,2030,#768589
45,38,2,11,140,158,163,462.0,2171,#8c9ea3
46,39,2,12,181,181,124,484.0,855,#b5b57c
47,44,2,13,164,181,188,535.0,1880,#a4b5bc
48,46,2,14,200,209,217,622.0,1204,#c8d1d9
49,49,2,15,255,255,161,648.0,317,#ffffa1
50,50,2,16,251,251,252,746.0,1421,#fbfbfc
