,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,5,15,0,23.0,9849,#050f00
1,3,0,1,19,33,8,60.0,15541,#132108
2,5,0,2,26,48,20,93.0,10897,#1a3014
3,8,0,3,41,53,8,104.0,10791,#293508
4,11,0,4,44,67,28,138.0,11805,#2c431c
5,13,0,5,61,76,17,155.0,10027,#3d4c11
6,16,0,6,58,89,38,183.0,11069,#3a5926
7,17,0,7,78,92,34,202.0,9614,#4e5c22
8,20,0,8,79,117,25,223.0,4339,#4f7519
9,22,0,9,73,110,51,234.0,10276,#496e33
10,24,0,10,98,112,44,252.0,8770,#62702c
11,27,0,11,91,132,60,281.0,9169,#5b843c
12,30,0,12,116,133,51,299.0,8120,#748533
13,34,0,13,111,155,72,335.0,6050,#6f9b48
14,35,0,14,135,153,63,349.0,6110,#87993f
15,40,0,15,145,182,76,401.0,5591,#91b64c
16,45,0,16,165,216,81,460.0,3830,#a5d851
17,1,1,0,17,6,0,26.0,6833,#110600
18,4,1,1,32,23,5,61.0,11692,#201705
19,6,1,2,46,36,14,96.0,10107,#2e240e
20,7,1,3,62,33,3,102.0,5316,#3e2103
21,10,1,4,64,47,24,135.0,10108,#402f18
22,12,1,5,87,52,12,152.0,5083,#57340c
23,15,1,6,80,59,33,173.0,10674,#503b21
24,18,1,7,112,70,22,205.0,4154,#704616
25,19,1,8,95,70,41,207.0,11094,#5f4629
26,23,1,9,110,82,50,242.0,10764,#6e5232
27,26,1,10,137,90,39,266.0,3602,#895a27
28,28,1,11,126,94,61,281.0,8855,#7e5e3d
29,31,1,12,144,108,69,320.0,7336,#906c45
30,33,1,13,166,112,53,333.0,2115,#a67035
31,37,1,14,166,124,80,370.0,4931,#a67c50
32,42,1,15,193,143,90,422.0,3405,#c18f5a
33,46,1,16,221,167,107,490.0,1302,#dda76b
34,2,2,0,18,20,17,57.0,40683,#121411
35,9,2,1,38,43,35,117.0,55860,#262b23
36,14,2,2,58,63,49,171.0,59246,#3a3f31
37,21,2,3,77,83,63,223.0,66272,#4d533f
38,25,2,4,101,96,68,265.0,51566,#656044
39,29,2,5,93,111,88,293.0,52468,#5d6f58
40,32,2,6,122,118,81,322.0,57641,#7a7651
41,36,2,7,116,131,108,354.0,51202,#74836c
42,38,2,8,151,128,100,380.0,38050,#978064
43,39,2,9,138,150,95,384.0,40704,#8a965f
44,41,2,10,141,151,128,419.0,41524,#8d9780
45,43,2,11,175,151,120,447.0,36063,#af9778
46,44,2,12,165,174,114,455.0,29022,#a5ae72
47,47,2,13,172,174,151,497.0,30305,#acae97
48,48,2,14,198,183,139,519.0,35303,#c6b78b
49,49,2,15,209,202,173,584.0,30634,#d1caad
50,50,2,16,236,230,207,667.0,14238,#ece6cf
