,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,33,46,22,39.6932,209924,#212e16
1,3,0,1,73,91,47,80.95199999999998,74720,#495b2f
2,5,0,2,101,121,82,110.82869999999998,85699,#657952
3,7,0,3,128,154,51,134.8675,13511,#809a33
4,9,0,4,137,158,121,146.92999999999998,58692,#899e79
5,11,0,5,172,197,68,175.1098,6889,#acc544
6,12,0,6,196,210,165,199.1074,15577,#c4d2a5
7,1,1,0,55,41,21,43.7586,131068,#372915
8,2,1,1,101,77,45,80.9308,89674,#654d2d
9,4,1,2,127,105,73,108.1225,110957,#7f6949
10,6,1,3,172,110,55,122.88719999999999,12585,#ac6e37
11,8,1,4,162,137,99,140.11759999999998,90332,#a28963
12,10,1,5,194,165,122,168.9022,60161,#c2a57a
13,13,1,6,224,199,157,200.9375,40211,#e0c79d
