,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,30,21,8,60.0,51090,#1e1508
1,3,0,1,66,52,27,146.0,60100,#42341b
2,5,0,2,100,86,41,226.0,70719,#645629
3,8,0,3,132,114,61,306.0,60744,#84723d
4,11,0,4,169,144,89,401.0,42681,#a99059
5,1,1,0,29,42,15,89.0,58099,#1d2a0f
6,4,1,1,63,79,36,179.0,71500,#3f4f24
7,7,1,2,97,114,63,273.0,62654,#61723f
8,10,1,3,134,153,103,389.0,38623,#869967
9,13,1,4,183,199,155,529.0,18003,#b7c79b
10,2,2,0,47,42,34,123.0,75865,#2f2a22
11,6,2,1,89,80,65,235.0,131821,#595041
12,9,2,2,126,115,97,338.0,124928,#7e7361
13,12,2,3,165,154,134,454.0,92402,#a59a86
14,14,2,4,208,198,184,587.0,40771,#d0c6b8
