,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,18,19,16,54.0,38866,#121310
1,9,0,1,36,41,32,110.0,52145,#242920
2,14,0,2,55,59,46,161.0,58267,#373b2e
3,20,0,3,73,78,59,210.0,64913,#494e3b
4,26,0,4,98,89,63,252.0,46397,#62593f
5,28,0,5,88,105,81,275.0,56175,#586951
6,33,0,6,119,110,77,307.0,55860,#776e4d
7,35,0,7,109,124,102,334.0,53099,#6d7c66
8,38,0,8,129,142,88,360.0,43640,#818e58
9,39,0,9,150,126,97,373.0,41797,#967e61
10,40,0,10,134,145,122,400.0,47899,#86917a
11,43,0,11,155,166,107,429.0,36448,#9ba66b
12,44,0,12,174,149,118,441.0,37519,#ae9576
13,47,0,13,166,170,146,480.0,36297,#a6aa92
14,48,0,14,194,181,135,510.0,41163,#c2b587
15,49,0,15,205,198,169,572.0,35664,#cdc6a9
16,50,0,16,234,227,204,658.5,16662,#eae3cc
17,0,1,0,4,14,0,22.0,9347,#040e00
18,3,1,1,18,32,7,58.0,14766,#122007
19,6,1,2,25,47,19,90.0,10231,#192f13
20,8,1,3,40,52,8,103.0,10954,#283408
21,12,1,4,43,66,27,136.0,10623,#2b421b
22,13,1,5,59,74,18,152.0,9976,#3b4a12
23,17,1,6,57,89,37,181.0,10366,#395925
24,19,1,7,78,91,33,201.0,8899,#4e5b21
25,21,1,8,76,113,23,214.0,4110,#4c7117
26,23,1,9,73,110,49,232.0,9521,#496e31
27,25,1,10,98,112,42,251.0,8297,#62702a
28,29,1,11,90,131,57,276.0,8767,#5a8339
29,31,1,12,117,134,51,300.0,7439,#758633
30,34,1,13,110,154,69,330.0,5462,#6e9a45
31,37,1,14,136,156,63,354.0,5450,#889c3f
32,42,1,15,143,186,76,404.0,4735,#8fba4c
33,45,1,16,165,218,80,461.0,3408,#a5da50
34,1,2,0,17,6,0,25.0,6210,#110600
35,4,2,1,32,23,5,59.0,10601,#201705
36,5,2,2,57,28,1,88.0,4353,#391c01
37,7,2,3,46,36,13,95.0,8286,#2e240d
38,10,2,4,62,45,22,128.0,8025,#3e2d16
39,11,2,5,78,45,8,133.0,4210,#4e2d08
40,15,2,6,78,56,29,164.0,8719,#4e381d
41,16,2,7,102,62,16,179.0,3804,#663e10
42,18,2,8,92,66,37,196.0,8277,#5c4225
43,22,2,9,107,78,45,230.0,7989,#6b4e2d
44,24,2,10,125,79,29,233.0,3040,#7d4f1d
45,27,2,11,123,89,53,266.0,6711,#7b5935
46,30,2,12,155,101,40,295.0,1823,#9b6528
47,32,2,13,141,103,61,304.0,4962,#8d673d
48,36,2,14,163,117,70,349.0,3986,#a37546
49,41,2,15,188,136,81,402.0,2766,#bc8851
50,46,2,16,217,159,97,470.5,1076,#d99f61
