,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,23,16,7,49.0,24054,#171007
1,5,0,1,45,35,17,98.0,29600,#2d2311
2,9,0,2,62,52,39,154.0,23805,#3e3427
3,10,0,3,82,56,22,161.0,18028,#523816
4,14,0,4,85,71,54,209.0,31411,#554736
5,17,0,5,109,79,43,233.0,19992,#6d4f2b
6,20,0,6,105,90,71,267.0,33457,#695a47
7,23,0,7,131,101,65,298.0,23266,#836541
8,26,0,8,126,111,90,328.0,30857,#7e6f5a
9,29,0,9,152,123,87,363.0,28196,#987b57
10,32,0,10,147,133,112,392.0,26230,#938570
11,34,0,11,172,145,109,426.0,29969,#ac916d
12,39,0,12,171,157,135,463.0,24336,#ab9d87
13,41,0,13,195,171,126,494.0,23057,#c3ab7e
14,44,0,14,200,181,153,535.0,24111,#c8b599
15,46,0,15,221,201,174,594.0,15813,#ddc9ae
16,49,0,16,244,226,205,671.0,7497,#f4e2cd
17,1,1,0,14,23,8,48.0,33332,#0e1708
18,4,1,1,31,43,23,96.0,48575,#1f2b17
19,8,1,2,46,59,42,146.0,41154,#2e3b2a
20,11,1,3,58,77,25,162.0,27575,#3a4d19
21,13,1,4,67,82,57,206.0,45828,#435239
22,16,1,5,82,105,44,232.0,32593,#52692c
23,19,1,6,86,103,76,265.0,48432,#56674c
24,22,1,7,106,127,61,293.0,34507,#6a7f3d
25,25,1,8,104,123,95,322.0,47462,#687b5f
26,27,1,9,127,146,80,352.0,35045,#7f9250
27,31,1,10,124,141,114,378.0,39676,#7c8d72
28,33,1,11,147,162,104,412.0,29879,#93a268
29,35,1,12,157,198,77,434.0,8085,#9dc64d
30,38,1,13,149,164,137,448.0,22968,#95a489
31,40,1,14,173,185,125,485.0,18057,#adb97d
32,45,1,15,187,201,162,549.0,15603,#bbc9a2
33,48,1,16,216,232,202,644.0,7502,#d8e8ca
34,0,2,0,9,8,10,28.0,6303,#09080a
35,3,2,1,18,19,20,58.0,6709,#121314
36,6,2,2,30,33,35,98.0,5458,#1e2123
37,7,2,3,40,45,48,133.0,6132,#282d30
38,12,2,4,53,57,60,169.0,4691,#35393c
39,15,2,5,68,72,72,210.0,3782,#444848
40,18,2,6,80,87,92,258.0,2988,#50575c
41,21,2,7,100,100,77,280.0,1402,#64644d
42,24,2,8,98,106,110,315.0,2525,#626a6e
43,28,2,9,131,131,98,360.0,1440,#838362
44,30,2,10,119,126,129,372.0,1894,#777e81
45,36,2,11,159,159,121,440.0,1409,#9f9f79
46,37,2,12,144,148,151,440.0,1468,#909497
47,42,2,13,186,186,147,514.0,1070,#baba93
48,43,2,14,171,174,178,521.0,1153,#abaeb2
49,47,2,15,200,204,202,601.0,1049,#c8ccca
50,50,2,16,247,250,239,732.0,575,#f7faef
